target_l1,target_l2,target_l3,matched_l2,matched_l3,confidence,method_used,top_3_candidates,reasoning
Warehouse Equipment,Maintenance,Maintenance Picking Systems,EQUIPMENT,CONVEYORS & SORTATION,0.5873862188139908,similarity_search,"[{""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}, {""l2"": ""LIFT TRUCK EQUIPMENT"", ""l3"": ""LIFT TRUCK MAINTENANCE & REPAIR"", ""score"": 0.0, ""definition"": ""Lift truck maintenance and repair services involve the inspection, servicing, and mechanical repair of forklifts and related equipment. These include hydraulic system checks, tire replacement, and battery maintenance. Preventive programs minimize downtime, extend vehicle life, and ensure compliance with OSHA safety regulations. Providers may offer on-site or scheduled maintenance plans to support continuous, safe material-handling operations.""}, {""l2"": ""MRO SERVICES"", ""l3"": ""EQUIPMENT MAINTENANCE & REPAIR"", ""score"": 0.0, ""definition"": ""Equipment / machine (manufacturing and production) maintenance and repair services""}]",Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility
Warehouse Equipment,Maintenance,Maintenance Robots,MRO SERVICES,EQUIPMENT MAINTENANCE & REPAIR,0.6215271458235458,similarity_search,"[{""l2"": ""MRO SERVICES"", ""l3"": ""EQUIPMENT MAINTENANCE & REPAIR"", ""score"": 0.0, ""definition"": ""Equipment / machine (manufacturing and production) maintenance and repair services""}, {""l2"": ""MRO SERVICES"", ""l3"": ""EQUIPMENT RENTAL"", ""score"": 0.0, ""definition"": ""Renting equipment for construction or maintenance""}, {""l2"": ""BUILDING REPAIR & MAINTENANCE"", ""l3"": ""VERTICAL TRANSPORT"", ""score"": 0.0, ""definition"": ""Elevator and escalator maintenance and repair services""}]",Equipment / machine (manufacturing and production) maintenance and repair services
Warehouse Equipment,Maintenance,Maintenance Sorter Systems,EQUIPMENT,CONVEYORS & SORTATION,0.6228185374465762,similarity_search,"[{""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}, {""l2"": ""MRO SERVICES"", ""l3"": ""EQUIPMENT MAINTENANCE & REPAIR"", ""score"": 0.0, ""definition"": ""Equipment / machine (manufacturing and production) maintenance and repair services""}, {""l2"": ""BUILDING REPAIR & MAINTENANCE"", ""l3"": ""BUILDING MANAGEMENT SYSTEM"", ""score"": 0.0, ""definition"": ""System associated with managing building maintenance""}]",Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility
Warehouse Equipment,Maintenance,Other Maintenance Warehouse Technologies,MRO SERVICES,EQUIPMENT MAINTENANCE & REPAIR,0.5919425001076032,similarity_search,"[{""l2"": ""MRO SERVICES"", ""l3"": ""EQUIPMENT MAINTENANCE & REPAIR"", ""score"": 0.0, ""definition"": ""Equipment / machine (manufacturing and production) maintenance and repair services""}, {""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}, {""l2"": ""LIFT TRUCK EQUIPMENT"", ""l3"": ""LIFT TRUCK MAINTENANCE & REPAIR"", ""score"": 0.0, ""definition"": ""Lift truck maintenance and repair services involve the inspection, servicing, and mechanical repair of forklifts and related equipment. These include hydraulic system checks, tire replacement, and battery maintenance. Preventive programs minimize downtime, extend vehicle life, and ensure compliance with OSHA safety regulations. Providers may offer on-site or scheduled maintenance plans to support continuous, safe material-handling operations.""}]",Equipment / machine (manufacturing and production) maintenance and repair services
Warehouse Equipment,Maintenance,Spare Parts Replenishment,FLEET MAINTENANCE & REPAIR,FLEET PARTS & EQUIPMENT,0.6461737348489319,similarity_search,"[{""l2"": ""FLEET MAINTENANCE & REPAIR"", ""l3"": ""FLEET PARTS & EQUIPMENT"", ""score"": 0.0, ""definition"": ""Automobile Parts""}, {""l2"": ""MRO SERVICES"", ""l3"": ""EQUIPMENT MAINTENANCE & REPAIR"", ""score"": 0.0, ""definition"": ""Equipment / machine (manufacturing and production) maintenance and repair services""}, {""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""OEM PARTS / SPARES"", ""score"": 0.0, ""definition"": ""Parts that are very specific to a production piece of equipment""}]",Automobile Parts
Warehouse Equipment,Storage Systems,Labeling,PRINT SUPPLIES,LABELS,0.5993480682373089,similarity_search,"[{""l2"": ""PRINT SUPPLIES"", ""l3"": ""LABELS"", ""score"": 0.0, ""definition"": ""Any barcode, label, tag (non-adhesive label), RFID that is printed on or attached to products for tracking purposes""}, {""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}, {""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}]","Any barcode, label, tag (non-adhesive label), RFID that is printed on or attached to products for tracking purposes"
Warehouse Equipment,Storage Systems,Other Storage Systems,EQUIPMENT,CONVEYORS & SORTATION,0.5811235904693769,similarity_search,"[{""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}, {""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""RACKING & SHELVING"", ""score"": 0.0, ""definition"": ""Purchase of racking and shelving for facilities""}, {""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}]",Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility
Warehouse Equipment,Storage Systems,Pallet Systems,EQUIPMENT,PACKAGING EQUIPMENT,0.6178811420273111,similarity_search,"[{""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""PALLETS & CRATES"", ""score"": 0.0, ""definition"": ""Pallet or crate used for product transportation when shipping or within a warehouse""}, {""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""RACKING & SHELVING"", ""score"": 0.0, ""definition"": ""Purchase of racking and shelving for facilities""}]","Box erectors, palletizers, pack-size machines that make custom boxes"
Warehouse Equipment,Storage Systems,Pick Towers,EQUIPMENT,CONVEYORS & SORTATION,0.5527904159523048,similarity_search,"[{""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}, {""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""RACKING & SHELVING"", ""score"": 0.0, ""definition"": ""Purchase of racking and shelving for facilities""}, {""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}]",Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility
Warehouse Equipment,Storage Systems,Steel Construction,INDUSTRIAL SUPPLIES,RACKING & SHELVING,0.5812712714025328,similarity_search,"[{""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""RACKING & SHELVING"", ""score"": 0.0, ""definition"": ""Purchase of racking and shelving for facilities""}, {""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}, {""l2"": ""CONSTRUCTION SERVICES"", ""l3"": ""STRUCTURAL METALS"", ""score"": 0.0, ""definition"": ""Structural metals encompass materials such as steel, aluminum, and iron used to build frameworks, supports, and load-bearing structures in buildings, bridges, and industrial facilities. Services in this category include fabrication, welding, cutting, and installation of beams, columns, and trusses. Structural metalwork ensures the integrity, durability, and safety of the overall structure. It is essential in both commercial and infrastructure projects, often customized to meet specific engineering and design requirements.""}]",Purchase of racking and shelving for facilities
Warehouse Equipment,Totes,Beauty Metal Boxes,PACKAGING PRODUCTS,PLASTIC CONTAINERS/TOTES,0.5429272651672363,similarity_search,"[{""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""PLASTIC CONTAINERS/TOTES"", ""score"": 0.0, ""definition"": ""Bulk containers made of plastic""}, {""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}, {""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""CORRUGATED"", ""score"": 0.0, ""definition"": ""Standard, durable brown shipping box to transport materials - different sizes available""}]",Bulk containers made of plastic
Warehouse Equipment,Totes,Other totes / plastic boxes,PACKAGING PRODUCTS,PLASTIC CONTAINERS/TOTES,0.6732448534223536,similarity_search,"[{""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""PLASTIC CONTAINERS/TOTES"", ""score"": 0.0, ""definition"": ""Bulk containers made of plastic""}, {""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}, {""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""CORRUGATED"", ""score"": 0.0, ""definition"": ""Standard, durable brown shipping box to transport materials - different sizes available""}]",Bulk containers made of plastic
Warehouse Equipment,Totes,Totes for Conveyor Technology,EQUIPMENT,CONVEYORS & SORTATION,0.6258757601047114,similarity_search,"[{""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}, {""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""PLASTIC CONTAINERS/TOTES"", ""score"": 0.0, ""definition"": ""Bulk containers made of plastic""}, {""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""BAGS & SACKS"", ""score"": 0.0, ""definition"": ""Bulk containers used to store or transport solids or powder goods""}]",Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility
Warehouse Equipment,Totes,Totes for Shuttle Technology,PACKAGING PRODUCTS,PLASTIC CONTAINERS/TOTES,0.5239823929055706,similarity_search,"[{""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""PLASTIC CONTAINERS/TOTES"", ""score"": 0.0, ""definition"": ""Bulk containers made of plastic""}, {""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}, {""l2"": ""PACKAGING PRODUCTS"", ""l3"": ""DRUMS, TOTES & PAILS"", ""score"": 0.0, ""definition"": ""Bulk containers used to store or transport liquids - Commonly, chemicals""}]",Bulk containers made of plastic
Warehouse Equipment,Workstations,Lift Tables,LIFT TRUCK EQUIPMENT,LIFT TRUCKS,0.6168552269425864,similarity_search,"[{""l2"": ""LIFT TRUCK EQUIPMENT"", ""l3"": ""LIFT TRUCKS"", ""score"": 0.0, ""definition"": ""Powered industrial truck utilized to lift and move heavy materials over short distances""}, {""l2"": ""LIFT TRUCK EQUIPMENT"", ""l3"": ""LIFT TRUCK PARTS"", ""score"": 0.0, ""definition"": ""Component parts necessary to operate and maintain a lift truck""}, {""l2"": ""LIFT TRUCK EQUIPMENT"", ""l3"": ""LIFT TRUCK ACCESSORIES"", ""score"": 0.0, ""definition"": ""Lift truck accessories include attachments and add-ons that enhance the functionality of forklifts and other material-handling vehicles. Examples include fork extensions, clamps, safety lights, and load backrests. These accessories improve productivity, safety, and versatility in warehouse and industrial environments. Vendors often provide customization, compatibility guidance, and installation services to ensure optimal performance and operator safety.""}]",Powered industrial truck utilized to lift and move heavy materials over short distances
